"b""The world's biggest lithium ion battery has started delivering power in Australia. It uses wind and can power as ma\xe2\x80\xa6 https://t.co/cpD4EzGmGm"""
"b""Trump administration loses bid to delay Obama's 'startup visa' https://t.co/ntRfBeYu2w https://t.co/EqBCgGeyaL"""
b'Employees Only: New York speakeasy opens in Hong Kong https://t.co/Efwu35zR1x via @CNNTravel https://t.co/45MfHZmZWc'
b'US general says Russia and China are building space weapons to target US satellites https://t.co/2aTjgiZip0 https://t.co/VCpDxA4VUV'
b'Meltwater from Greenland is the biggest source of sea level rise in the world -- double that of Antarctica. See how\xe2\x80\xa6 https://t.co/pdoFa1tyxp'
b'Tax exemption for college with Trump administration ties struck from GOP bill https://t.co/dJCFMtyvEQ https://t.co/w3RZeJdGxS'
"b'This crosswalk changes size, color and shape according to the needs of its urban environment https://t.co/yaMpWPQ3XT https://t.co/qlSITl9J8x'"
"b""The GOP's rush to tax cuts was brainless, writes Jeffrey Sachs for @CNNOpinion  https://t.co/jEM7RYYVs5 https://t.co/H5lgGe8suK"""
b'A mother questions the shocking postmortem incisions on her son\xe2\x80\x99s body after he\xe2\x80\x99s killed by police. Watch Episode 1\xe2\x80\xa6 https://t.co/3MaLBnbkVn'
"b'The Foreign Service will survive with or without Secretary of State Rex Tillerson, John Kirby writes for\xe2\x80\xa6 https://t.co/Gzi8QQILjQ'"
b'Hundreds of migrants stranded in Libya are returned to Nigeria https://t.co/HSYijBDAQV https://t.co/2c4JpVur6H'
"b""Critics react to President Trump's tweet on firing Michael Flynn https://t.co/3NhuOrRFLF https://t.co/MfEHcYYBXo"""
"b""Donald Trump's family denied its German heritage for years https://t.co/S2y0erGYwA https://t.co/iICmoEScZQ"""
b'Elon Musk plans to send his Tesla Roadster to Mars on a giant rocket https://t.co/BjKhRKh4t3 https://t.co/VBFZxhIRCH'
b'Could brands save millions and help preserve the environment just by slightly changing their logos to use less ink?\xe2\x80\xa6 https://t.co/ADC0mcdoTZ'
"b'National security adviser HR McMaster says that the potential for war with North Korea is ""increasing every day""\xe2\x80\xa6 https://t.co/xaiFCiyJov'"
b'Mikaela Shiffrin scores her first downhill podium in Lake Louise https://t.co/Uw9ZQkEwKq https://t.co/pWduQio66Q'
